path,elapsed_s,E_x,E_y,E_z,G_yz,G_xz,G_xy,nu_xy,nu_xz,nu_yz,A_zener,K_voigt,C_xx_xx,C_xx_yy,C_xx_zz,C_xx_yz,C_xx_xz,C_xx_xy,C_yy_yy,C_yy_zz,C_yy_yz,C_yy_xz,C_yy_xy,C_zz_zz,C_zz_yz,C_zz_xz,C_zz_xy,C_yz_yz,C_yz_xz,C_yz_xy,C_xz_xz,C_xz_xy,C_xy_xy,converged,max_iters_used
structures/rtp/0_axis-z.npy,1632.0,52.337105127951574,26.478865860309643,28.718473223648868,10.378735418485423,13.959908330505469,12.83784178726529,0.3761477967968435,0.39136890377885186,0.2961936077699318,0.5308206797534896,27.94909091359232,67.76703235833169,19.18561966786125,20.73622311906232,0.9544132390304204,-0.7915271792451027,-1.2951463941643366,34.93658047602174,15.410688710116696,1.8484234531892936,-0.3997992296983239,-0.6251314684429836,38.17314239389692,1.2289415410063562,0.0061279043079208485,-0.46141867646656465,10.501823093826733,-0.405129659569431,-0.36830681619611894,14.007843824769024,0.5345303504189671,12.894009253870163,True,145
structures/rtp/100_axis-z.npy,1680.7,56.56045289641224,32.04233399013161,29.99467828758295,13.92059735877547,15.437074805147088,15.370254625495738,0.37342429901367624,0.3967700682165753,0.3753588372600179,0.6091054368298848,34.2235509921873,76.08875673688574,25.50442484773872,24.982808206765718,0.4318025085627641,-1.2437111620934862,0.7786180390097143,45.4878903915153,21.33962698164666,0.7382771182626438,-0.5891623234243621,0.3865901204955761,42.78159172898246,-0.028140485223770113,-0.9672256012375742,-0.022711931844787547,13.949913388780717,-0.10842481876936547,-0.4192124548788432,15.477544911177596,0.3928233130690963,15.405595786043387,True,145
structures/rtp/101_axis-z.npy,1650.4,54.94624198439624,30.60219502082915,26.6454419240847,12.489818117348237,13.624195330026117,14.702922708715942,0.37649581065046756,0.3923821955256027,0.3989295035790784,0.6108559548310298,32.199980945806914,73.23271984984603,24.527136709062,22.587404740998803,-1.6670021784375755,0.9813825298861901,1.5857614909346631,43.91266488347861,20.110651550932136,-1.9602930235256466,0.37244605534048675,1.0018942145965108,38.20405777695172,-2.4607894123229377,0.22278792601493208,0.1714435482395556,12.667056105739618,0.05365587856763538,0.23755514887656393,13.747704522640234,-1.2491080275177073,14.876047747532871,True,145
structures/rtp/102_axis-z.npy,1636.9,43.70962011887737,25.776715736515264,14.224612308420303,6.386678414786498,7.568314038233453,12.681358428202541,0.3725699561586402,0.41000436484537317,0.36430260106164913,0.716035983730965,21.036231589660687,55.22491929815562,17.896583738752174,11.183964503961462,-2.919987308138072,-1.8711891726614382,0.17989898538744362,36.990248057861265,10.423199265973379,-5.8462257086819545,-0.5176508810833711,-0.4211433810787316,18.103421933555264,-2.376628150332013,-0.03097309072597622,0.5379244771688814,7.396724170997241,0.6291963011476225,-0.4898157085664611,8.050248150240257,-2.2323448862243476,13.364215736658503,True,144
structures/rtp/103_axis-z.npy,1537.7,25.270502116335567,5.003910808883313,4.226869766614126,2.8762898815880313,3.6720489491839814,4.1510704589526,0.3898206392633542,0.4356022663172615,0.5612205513614518,0.34540533463414547,7.755635451882706,29.445195219474197,4.820979732822179,4.37999472163912,0.3597053270988531,0.2717863676863137,-1.3019398003493974,7.6446161889296915,3.9426979654848657,0.3532413755324414,-0.027613214271556896,-0.3910011873734509,6.42356281864813,0.05579872478769608,0.24376241579609137,-0.08960925477140784,2.9002981315628396,-0.08785305430232812,-0.09669649452539508,3.7169536383641146,0.33287570408140366,4.252667695135174,True,139
structures/rtp/104_axis-z.npy,1605.3,36.646218639135114,12.641528361804811,9.348523914226242,4.024344387306236,5.906230328857202,7.699312812991107,0.4014841284708289,0.4396781152079519,0.31159861136790196,0.5037117283858304,13.939585695754403,44.076733165017046,10.014548131548478,8.000273537067446,2.3543893659314685,-1.3072843308494473,0.17056954617618952,19.04727226136903,6.812379536842026,4.5478663405708994,-0.14028954608377503,0.2076073053981198,12.67786342448766,2.837989812709487,-0.7485278199892378,-0.3003049476731201,5.271337178032851,-0.3498551876756412,-0.0888858396140909,6.653455195032496,2.400385110382939,8.578761047903209,True,143
structures/rtp/105_axis-z.npy,1514.1,30.950541447743976,5.763700619792563,6.872829056839533,2.873181662663964,4.653176739510865,4.4538370521154595,0.4512655399221621,0.3743758182251453,0.3845251338231983,0.311234371103206,9.217065217480227,35.54672392585607,5.350270184480082,5.353752275698488,0.7388056111895349,0.27091676417376725,-1.006524020198353,8.369966368519858,4.192362464552686,1.4080665083003194,-0.2303174847703364,-0.48695186456318396,9.244126813483597,0.5879449410347479,0.32908117098960155,-0.00010684787544764411,3.1149309017377305,-0.016020411868331585,-0.17827009042252878,4.883406859935284,0.9695735981836573,4.699087144872104,True,141
structures/rtp/106_axis-z.npy,1436.7,20.818826723046733,3.7118619139100386,3.9440291424493545,0.9914621882025408,2.1659548550516265,2.04353462075533,0.4387708795564626,0.40041599086430674,0.3629049051577699,0.1986399892079825,5.4146251035584365,23.51704124249407,2.877261006907622,2.8996454888396808,-0.012639297493792926,-0.779608913239407,-0.1983066776842779,4.671393619145619,2.021690636796925,-0.03612466598337165,-0.03804458174211481,-0.06811499938936506,4.945996805297784,-0.041074516890579005,-0.07976682701778529,-0.06928080453191558,0.9965989956741651,-0.07957339705714966,-0.05832996188831264,2.1995635893683234,-0.02537666066152156,2.0499428616260116,True,137
structures/rtp/107_axis-z.npy,1541.9,33.3622653619292,8.270846629146407,8.351304404898745,3.7602482466320657,5.918725045866649,5.795728599425976,0.42203502196224146,0.40980592718965986,0.39186068592441387,0.3587036675169483,11.04286510757231,39.46327279419406,6.793033254949499,6.895684374245969,-0.5414065210519733,-1.7118922170783295,0.2461371486947818,11.066792102265701,5.133177998930783,-0.7028501935708347,-0.06407468162812424,0.2149235872571423,11.21192981543852,-0.6774743910036438,-0.5982981538287994,-0.221153135650218,3.828405772920093,-0.1266663844384975,-0.16931116939939664,6.061917240213422,-0.4633578724129573,5.85946737069212,True,142
structures/rtp/108_axis-z.npy,1465.9,14.77384169221732,5.314191049701727,4.80896702343541,1.6958446658316884,2.097556083137285,1.884460323425369,0.2820289190853288,0.3955437746934824,0.3846578871266021,0.26807986442039744,5.283468101542171,17.09037364149596,2.942790826119613,3.1654580264536043,-0.009107425648023786,-0.5719143627782645,-0.3413640561784924,6.665567960962712,2.701451059519975,-0.17175131586549644,0.0008715097005575476,-0.0020660434337115836,6.175871487234477,-0.0895164472770901,0.1596831943506363,-0.06826744789926799,1.7021253679539492,-0.0581702847924799,-0.001073187455468846,2.1359713596225816,-0.08516592933911778,1.8963410415112183,True,134
